image_name,class_id,confidence_score,x_min,y_min,x_max,y_max
VAIPE_P_114_1.jpg,107,1.0,1146,2050,1555,2497
VAIPE_P_114_1.jpg,107,1.0,1273,2391,1887,2778
VAIPE_P_114_1.jpg,107,1.0,1017,2603,1357,3172
VAIPE_P_114_2.jpg,107,1.0,1512,1145,1945,1572
VAIPE_P_114_2.jpg,107,1.0,1174,874,1685,1552
VAIPE_P_114_2.jpg,107,1.0,1306,1501,1938,2092
VAIPE_P_114_2.jpg,107,1.0,911,2034,2009,2466
VAIPE_P_114_2.jpg,107,1.0,658,1436,1318,2074
VAIPE_P_114_2.jpg,107,1.0,422,699,1214,1470
VAIPE_P_115_0.jpg,46,0.605566680431366,440,446,529,526
VAIPE_P_115_1.jpg,107,1.0,557,493,672,606
VAIPE_P_115_2.jpg,46,0.5383877158164978,432,772,528,872
VAIPE_P_115_3.jpg,46,0.5817766785621643,358,675,464,785
VAIPE_P_115_4.jpg,107,1.0,2467,1412,2928,1899
VAIPE_P_115_4.jpg,107,1.0,1713,1497,2170,2209
VAIPE_P_115_4.jpg,107,1.0,1810,800,2346,1155
VAIPE_P_115_4.jpg,107,1.0,474,1110,1267,1769
VAIPE_P_115_4.jpg,107,1.0,1585,1,2054,472
VAIPE_P_115_5.jpg,107,1.0,3164,1117,3650,1602
VAIPE_P_115_5.jpg,107,1.0,1607,2252,2477,2847
VAIPE_P_115_5.jpg,107,1.0,553,991,1040,1484
VAIPE_P_115_5.jpg,107,1.0,1510,1103,2064,1677
VAIPE_P_115_5.jpg,107,1.0,1619,130,2473,733
VAIPE_P_115_6.jpg,107,1.0,3077,1154,3563,1645
VAIPE_P_115_6.jpg,107,1.0,1623,411,2055,869
VAIPE_P_115_6.jpg,107,1.0,598,1393,1181,1965
VAIPE_P_115_6.jpg,107,1.0,1657,1478,2907,2549
VAIPE_P_115_6.jpg,107,1.0,2563,219,3267,937
VAIPE_P_116_0.jpg,24,0.9198652505874634,1178,1849,2075,2310
VAIPE_P_116_0.jpg,24,0.9222877025604248,1126,1568,2007,1958
VAIPE_P_116_1.jpg,107,1.0,2768,326,3807,1515
VAIPE_P_116_1.jpg,107,1.0,2264,1782,2834,2331
VAIPE_P_116_1.jpg,107,1.0,2064,474,2512,933
VAIPE_P_116_1.jpg,107,1.0,1411,1428,1715,1729
VAIPE_P_116_1.jpg,107,1.0,648,887,1305,1812
VAIPE_P_116_1.jpg,107,1.0,1225,1971,1716,2959
VAIPE_P_116_2.jpg,107,1.0,672,893,995,1310
VAIPE_P_116_2.jpg,107,1.0,1673,579,2193,1211
VAIPE_P_116_2.jpg,107,1.0,1058,1173,1535,1663
VAIPE_P_116_2.jpg,107,1.0,176,424,672,889
VAIPE_P_116_2.jpg,107,1.0,434,1091,976,1668
VAIPE_P_116_3.jpg,107,1.0,1736,1467,2302,2169
VAIPE_P_116_3.jpg,107,1.0,932,1595,1468,2026
VAIPE_P_116_3.jpg,107,1.0,1075,2213,1350,2500
VAIPE_P_116_3.jpg,107,1.0,1403,2068,1690,2346
VAIPE_P_116_3.jpg,107,1.0,1851,2330,2149,2610
VAIPE_P_117_0.jpg,107,1.0,1708,1372,2021,1715
VAIPE_P_117_0.jpg,107,1.0,819,1955,1132,2258
VAIPE_P_117_0.jpg,91,0.9908863306045532,665,1574,1395,2012
VAIPE_P_117_0.jpg,91,0.9927158951759338,1038,1865,1485,2587
VAIPE_P_117_1.jpg,107,1.0,1863,1667,2250,2065
VAIPE_P_117_1.jpg,107,1.0,1229,1110,1580,1463
VAIPE_P_117_1.jpg,91,0.99028217792511,1357,1178,2018,1882
VAIPE_P_117_1.jpg,91,0.9909436106681824,793,1439,1478,2157
VAIPE_P_117_2.jpg,107,1.0,2105,1338,2797,1870
VAIPE_P_117_2.jpg,107,1.0,1643,1153,2428,1645
VAIPE_P_117_2.jpg,107,1.0,1574,1662,2665,2394
VAIPE_P_117_2.jpg,107,1.0,936,1594,1603,2291
VAIPE_P_117_2.jpg,107,1.0,892,825,1695,1608
VAIPE_P_117_3.jpg,107,1.0,2416,352,2799,746
VAIPE_P_117_3.jpg,107,1.0,2870,1250,3250,1635
VAIPE_P_117_3.jpg,107,1.0,2139,1189,2580,1948
VAIPE_P_117_3.jpg,107,1.0,1571,699,1965,1416
VAIPE_P_117_3.jpg,107,1.0,1221,1679,2094,2592
VAIPE_P_117_4.jpg,107,1.0,2513,1992,3063,2606
VAIPE_P_117_4.jpg,107,1.0,1659,265,2498,955
VAIPE_P_117_4.jpg,107,1.0,1072,932,2065,1903
VAIPE_P_117_4.jpg,107,1.0,1241,2046,2268,2748
VAIPE_P_118_0.jpg,51,0.8946899771690369,998,2046,1386,2450
VAIPE_P_118_0.jpg,51,0.5851046442985535,1701,1898,2102,2304
VAIPE_P_118_0.jpg,89,0.9881628155708312,1489,2406,1933,3084
VAIPE_P_118_0.jpg,89,0.98735111951828,1185,2423,1635,3083
VAIPE_P_118_0.jpg,10,0.8196693658828735,1174,1707,1674,2432
VAIPE_P_118_0.jpg,10,0.7885891795158386,979,2836,1649,3572
VAIPE_P_118_1.jpg,51,0.9834080338478088,924,2119,1307,2498
VAIPE_P_118_1.jpg,51,0.7872881293296814,1529,1893,1906,2280
VAIPE_P_118_1.jpg,89,0.9733255505561828,1084,2468,1622,3057
VAIPE_P_118_1.jpg,89,0.9745973348617554,1485,2499,1987,3155
VAIPE_P_118_1.jpg,10,0.7437030076980591,629,2934,1457,3315
VAIPE_P_118_1.jpg,10,0.791759729385376,1263,1806,1584,2553
VAIPE_P_118_2.jpg,107,1.0,1434,1745,1965,2646
VAIPE_P_118_2.jpg,107,1.0,883,1880,1372,2674
VAIPE_P_118_2.jpg,107,1.0,1139,2441,1642,3270
VAIPE_P_118_3.jpg,107,1.0,1514,1928,1913,2278
VAIPE_P_118_3.jpg,107,1.0,1126,2098,1610,2751
VAIPE_P_118_3.jpg,107,1.0,1062,2950,1395,3314
VAIPE_P_118_3.jpg,107,1.0,895,2620,1249,2959
VAIPE_P_118_3.jpg,107,1.0,398,1864,1127,2281
VAIPE_P_118_3.jpg,107,1.0,417,2297,1023,2811
VAIPE_P_118_4.jpg,107,1.0,1899,2352,2229,2695
VAIPE_P_118_4.jpg,107,1.0,1239,1870,1822,2377
VAIPE_P_118_4.jpg,107,1.0,803,2403,1217,3023
VAIPE_P_118_4.jpg,107,1.0,1371,2182,1860,2715
VAIPE_P_118_4.jpg,107,1.0,690,1681,1100,2414
VAIPE_P_119_0.jpg,107,1.0,1044,2246,1805,2975
VAIPE_P_119_0.jpg,107,1.0,837,2004,1588,2715
VAIPE_P_119_1.jpg,107,1.0,833,2066,1771,2568
VAIPE_P_119_1.jpg,107,1.0,1019,2456,1945,3253
VAIPE_P_119_2.jpg,107,1.0,817,2056,1643,2502
VAIPE_P_119_2.jpg,107,1.0,997,2356,1871,2773
VAIPE_P_119_3.jpg,107,1.0,1114,1810,1421,2120
VAIPE_P_119_3.jpg,107,1.0,1384,1723,1719,2052
VAIPE_P_119_3.jpg,107,1.0,1529,1874,2310,2658
VAIPE_P_119_3.jpg,107,1.0,978,1021,1671,1701
VAIPE_P_11_0.jpg,54,0.6038764119148254,1096,2243,1573,2707
VAIPE_P_11_1.jpg,107,1.0,1924,566,2429,1098
VAIPE_P_11_1.jpg,107,1.0,2574,201,3051,701
VAIPE_P_11_1.jpg,107,1.0,2185,1176,2721,1714
VAIPE_P_11_1.jpg,107,1.0,2946,1108,3427,1595
VAIPE_P_11_1.jpg,107,1.0,1635,2170,2663,2821
VAIPE_P_120_0.jpg,107,1.0,751,1450,1674,1971
VAIPE_P_120_1.jpg,107,1.0,842,2370,1526,2757
VAIPE_P_120_2.jpg,107,1.0,809,1899,1377,2742
VAIPE_P_120_3.jpg,107,1.0,1116,1795,1793,2522
VAIPE_P_120_3.jpg,107,1.0,1447,1489,2249,2040
VAIPE_P_121_0.jpg,46,0.769895076751709,334,690,459,810
VAIPE_P_121_0.jpg,8,0.764163076877594,180,580,414,712
VAIPE_P_121_1.jpg,46,0.7205492258071899,280,676,362,755
VAIPE_P_121_1.jpg,8,0.6034181714057922,395,737,551,834
VAIPE_P_121_2.jpg,107,1.0,344,775,517,859
VAIPE_P_121_2.jpg,46,0.5878745317459106,261,722,342,803
VAIPE_P_121_2.jpg,41,0.8931536674499512,437,910,532,1011
VAIPE_P_121_3.jpg,8,0.4896154403686523,133,813,331,1011
VAIPE_P_121_4.jpg,46,0.5977737307548523,699,459,795,548
VAIPE_P_121_4.jpg,41,0.9535712003707886,947,348,1080,468
VAIPE_P_121_4.jpg,8,0.7555031776428223,581,365,738,497
VAIPE_P_121_5.jpg,8,0.686547577381134,330,361,553,477
VAIPE_P_121_5.jpg,46,0.7358316779136658,382,650,493,755
VAIPE_P_121_6.jpg,46,0.4674756824970245,398,644,490,741
VAIPE_P_121_6.jpg,8,0.8051121234893799,277,656,441,812
VAIPE_P_121_7.jpg,107,1.0,1459,1339,1759,1529
VAIPE_P_121_7.jpg,107,1.0,1851,1114,2155,1438
VAIPE_P_121_7.jpg,107,1.0,1468,1462,2106,1757
VAIPE_P_121_7.jpg,107,1.0,1670,1236,1901,1488
VAIPE_P_121_8.jpg,107,1.0,1864,94,2386,629
VAIPE_P_121_8.jpg,107,1.0,1005,341,1511,834
VAIPE_P_121_8.jpg,107,1.0,1590,1007,2359,1427
VAIPE_P_121_8.jpg,107,1.0,1601,2049,2324,2717
VAIPE_P_121_8.jpg,107,1.0,2117,1525,3169,2044
VAIPE_P_121_8.jpg,107,1.0,2923,373,3696,1125
VAIPE_P_121_9.jpg,107,1.0,2096,1595,2524,2645
VAIPE_P_121_9.jpg,107,1.0,2507,686,3443,1310
VAIPE_P_121_9.jpg,107,1.0,1110,891,1458,1250
VAIPE_P_121_9.jpg,107,1.0,2813,1935,3199,2338
VAIPE_P_121_9.jpg,107,1.0,1618,229,2283,918
VAIPE_P_122_0.jpg,64,0.8000226020812988,262,79,299,121
VAIPE_P_122_0.jpg,64,0.8004626631736755,324,266,361,305
VAIPE_P_122_0.jpg,51,0.4494355618953705,335,149,373,186
VAIPE_P_122_0.jpg,10,0.6859595775604248,244,196,274,271
VAIPE_P_122_0.jpg,51,0.4907033443450928,384,251,423,289
VAIPE_P_122_0.jpg,10,0.460922509431839,476,213,513,290
VAIPE_P_122_1.jpg,10,0.7575849890708923,298,124,373,198
VAIPE_P_122_1.jpg,64,0.5643837451934814,353,263,397,308
VAIPE_P_122_1.jpg,51,0.982200026512146,209,93,254,139
VAIPE_P_122_1.jpg,64,0.6940970420837402,399,270,442,315
VAIPE_P_122_1.jpg,51,0.9013182520866394,409,150,456,196
VAIPE_P_122_1.jpg,10,0.7438599467277527,218,160,282,240
VAIPE_P_123_0.jpg,79,0.9397870898246764,1009,2270,1355,2925
VAIPE_P_123_1.jpg,107,1.0,1167,1677,1767,2100
VAIPE_P_123_1.jpg,107,1.0,1517,2138,2158,2538
VAIPE_P_123_1.jpg,107,1.0,1096,2240,1517,2883
VAIPE_P_123_1.jpg,107,1.0,1615,1720,2128,2246
VAIPE_P_123_1.jpg,107,1.0,1355,2472,1974,3232
VAIPE_P_123_1.jpg,107,1.0,558,1941,1294,2882
VAIPE_P_123_2.jpg,107,1.0,1246,1668,1551,1947
VAIPE_P_123_2.jpg,107,1.0,1185,1911,1660,2539
VAIPE_P_123_2.jpg,107,1.0,785,2077,1308,2722
VAIPE_P_123_2.jpg,107,1.0,1355,2117,1856,2828
VAIPE_P_123_2.jpg,107,1.0,1740,1697,2388,2414
VAIPE_P_124_0.jpg,87,0.783353865146637,1014,2002,1993,2525
VAIPE_P_124_1.jpg,74,0.5108303427696228,821,2346,1101,2565
VAIPE_P_124_1.jpg,74,0.5508289933204651,1301,2153,1554,2391
VAIPE_P_124_1.jpg,74,0.6603441834449768,1100,2284,1342,2544
VAIPE_P_124_1.jpg,87,0.6795050501823425,670,2133,1265,2390
VAIPE_P_124_1.jpg,70,0.6634844541549683,942,2493,1234,2798
VAIPE_P_124_1.jpg,26,0.451542466878891,636,2450,1150,3179
VAIPE_P_124_1.jpg,26,0.5815781950950623,1120,2392,1483,3157
VAIPE_P_124_2.jpg,87,0.6178867816925049,884,2191,1654,2790
VAIPE_P_124_3.jpg,107,1.0,1110,2082,1729,2555
VAIPE_P_124_3.jpg,26,0.4346771836280823,850,1746,1211,2392
VAIPE_P_124_4.jpg,26,0.4844587743282318,741,1624,1391,2361
VAIPE_P_124_4.jpg,107,1.0,684,2104,1409,2820
VAIPE_P_124_5.jpg,87,0.6059548258781433,870,2029,1694,2470
VAIPE_P_124_6.jpg,107,1.0,983,698,1374,1105
VAIPE_P_124_6.jpg,107,1.0,894,1235,1242,1597
VAIPE_P_124_6.jpg,107,1.0,722,1482,1410,1903
VAIPE_P_124_6.jpg,107,1.0,579,956,1126,1523
VAIPE_P_124_6.jpg,107,1.0,1238,1062,1606,1551
VAIPE_P_125_0.jpg,7,0.2397417575120926,956,1819,1227,2097
VAIPE_P_125_0.jpg,107,1.0,461,2072,754,2360
VAIPE_P_125_0.jpg,43,0.5394462943077087,1536,1816,1847,2534
VAIPE_P_125_0.jpg,43,0.5844311714172363,712,1855,1050,2626
VAIPE_P_125_1.jpg,107,1.0,578,2351,912,2692
